n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,ppt_djf,ppt_jja
2615,"(407.3,407.325]",407.3,407.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2616,"(407.375,407.4]",407.375,407.4,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2617,"(407.475,407.5]",407.475,407.5,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2618,"(407.575,407.6]",407.575,407.6,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2619,"(407.675,407.7]",407.675,407.7,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2620,"(407.775,407.8]",407.775,407.8,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
2621,"(407.8,407.825]",407.8,407.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2622,"(407.875,407.9]",407.875,407.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2623,"(407.975,408]",407.975,408,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2624,"(408,408.025]",408,408.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2625,"(408.075,408.1]",408.075,408.1,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2626,"(408.175,408.2]",408.175,408.2,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2627,"(408.275,408.3]",408.275,408.3,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2628,"(408.3,408.325]",408.3,408.325,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2629,"(408.375,408.4]",408.375,408.4,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2630,"(408.475,408.5]",408.475,408.5,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2631,"(408.5,408.525]",408.5,408.525,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2632,"(408.575,408.6]",408.575,408.6,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2633,"(408.675,408.7]",408.675,408.7,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2634,"(408.775,408.8]",408.775,408.8,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2635,"(408.8,408.825]",408.8,408.825,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2636,"(408.875,408.9]",408.875,408.9,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2637,"(408.975,409]",408.975,409,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2638,"(409,409.025]",409,409.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2639,"(409.075,409.1]",409.075,409.1,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2640,"(409.175,409.2]",409.175,409.2,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2641,"(409.275,409.3]",409.275,409.3,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2642,"(409.3,409.325]",409.3,409.325,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2643,"(409.375,409.4]",409.375,409.4,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2644,"(409.475,409.5]",409.475,409.5,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2645,"(409.5,409.525]",409.5,409.525,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2646,"(409.575,409.6]",409.575,409.6,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2647,"(409.675,409.7]",409.675,409.7,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
2648,"(409.775,409.8]",409.775,409.8,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2649,"(409.8,409.825]",409.8,409.825,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2650,"(409.875,409.9]",409.875,409.9,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2651,"(409.975,410]",409.975,410,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2652,"(410,410.025]",410,410.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2653,"(410.075,410.1]",410.075,410.1,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
2654,"(410.175,410.2]",410.175,410.2,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2655,"(410.275,410.3]",410.275,410.3,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2656,"(410.3,410.325]",410.3,410.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2657,"(410.375,410.4]",410.375,410.4,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2658,"(410.475,410.5]",410.475,410.5,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
2659,"(410.5,410.525]",410.5,410.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2660,"(410.575,410.6]",410.575,410.6,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
2661,"(410.675,410.7]",410.675,410.7,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2662,"(410.775,410.8]",410.775,410.8,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2663,"(410.8,410.825]",410.8,410.825,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2664,"(410.875,410.9]",410.875,410.9,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2665,"(410.975,411]",410.975,411,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
2666,"(411,411.025]",411,411.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2667,"(411.075,411.1]",411.075,411.1,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
2668,"(411.175,411.2]",411.175,411.2,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2669,"(411.275,411.3]",411.275,411.3,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2670,"(411.3,411.325]",411.3,411.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2671,"(411.375,411.4]",411.375,411.4,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2672,"(411.475,411.5]",411.475,411.5,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2673,"(411.5,411.525]",411.5,411.525,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2674,"(411.575,411.6]",411.575,411.6,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2675,"(411.675,411.7]",411.675,411.7,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2676,"(411.775,411.8]",411.775,411.8,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2677,"(411.8,411.825]",411.8,411.825,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2678,"(411.875,411.9]",411.875,411.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2679,"(411.975,412]",411.975,412,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2680,"(412,412.025]",412,412.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2681,"(412.075,412.1]",412.075,412.1,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2682,"(412.175,412.2]",412.175,412.2,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2683,"(412.275,412.3]",412.275,412.3,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2684,"(412.3,412.325]",412.3,412.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2685,"(412.375,412.4]",412.375,412.4,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2686,"(412.475,412.5]",412.475,412.5,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2687,"(412.5,412.525]",412.5,412.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2688,"(412.575,412.6]",412.575,412.6,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
2689,"(412.675,412.7]",412.675,412.7,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2690,"(412.775,412.8]",412.775,412.8,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2691,"(412.8,412.825]",412.8,412.825,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2692,"(412.875,412.9]",412.875,412.9,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2693,"(412.975,413]",412.975,413,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
2694,"(413,413.025]",413,413.025,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2695,"(413.075,413.1]",413.075,413.1,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2696,"(413.175,413.2]",413.175,413.2,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2697,"(413.275,413.3]",413.275,413.3,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2698,"(413.3,413.325]",413.3,413.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2699,"(413.375,413.4]",413.375,413.4,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2700,"(413.475,413.5]",413.475,413.5,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2701,"(413.5,413.525]",413.5,413.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2702,"(413.575,413.6]",413.575,413.6,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2703,"(413.675,413.7]",413.675,413.7,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2704,"(413.775,413.8]",413.775,413.8,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2705,"(413.8,413.825]",413.8,413.825,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2706,"(413.875,413.9]",413.875,413.9,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2707,"(413.975,414]",413.975,414,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2708,"(414,414.025]",414,414.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2709,"(414.075,414.1]",414.075,414.1,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2710,"(414.175,414.2]",414.175,414.2,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2711,"(414.275,414.3]",414.275,414.3,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2712,"(414.3,414.325]",414.3,414.325,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2713,"(414.375,414.4]",414.375,414.4,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2714,"(414.475,414.5]",414.475,414.5,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2715,"(414.5,414.525]",414.5,414.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2716,"(414.575,414.6]",414.575,414.6,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
2717,"(414.675,414.7]",414.675,414.7,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2718,"(414.775,414.8]",414.775,414.8,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2719,"(414.8,414.825]",414.8,414.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2720,"(414.875,414.9]",414.875,414.9,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
2721,"(414.975,415]",414.975,415,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2722,"(415,415.025]",415,415.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2723,"(415.075,415.1]",415.075,415.1,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2724,"(415.175,415.2]",415.175,415.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2725,"(415.275,415.3]",415.275,415.3,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2726,"(415.3,415.325]",415.3,415.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2727,"(415.375,415.4]",415.375,415.4,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2728,"(415.475,415.5]",415.475,415.5,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2729,"(415.5,415.525]",415.5,415.525,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2730,"(415.575,415.6]",415.575,415.6,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2731,"(415.675,415.7]",415.675,415.7,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2732,"(415.775,415.8]",415.775,415.8,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2733,"(415.8,415.825]",415.8,415.825,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2734,"(415.875,415.9]",415.875,415.9,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2735,"(415.975,416]",415.975,416,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2736,"(416,416.025]",416,416.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2737,"(416.075,416.1]",416.075,416.1,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2738,"(416.175,416.2]",416.175,416.2,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
2739,"(416.275,416.3]",416.275,416.3,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2740,"(416.3,416.325]",416.3,416.325,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2741,"(416.375,416.4]",416.375,416.4,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2742,"(416.475,416.5]",416.475,416.5,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2743,"(416.5,416.525]",416.5,416.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2744,"(416.575,416.6]",416.575,416.6,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2745,"(416.675,416.7]",416.675,416.7,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
2746,"(416.775,416.8]",416.775,416.8,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2747,"(416.8,416.825]",416.8,416.825,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2748,"(416.875,416.9]",416.875,416.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2749,"(416.975,417]",416.975,417,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2750,"(417,417.025]",417,417.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2751,"(417.075,417.1]",417.075,417.1,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2752,"(417.175,417.2]",417.175,417.2,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2753,"(417.275,417.3]",417.275,417.3,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2754,"(417.3,417.325]",417.3,417.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2755,"(417.375,417.4]",417.375,417.4,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2756,"(417.475,417.5]",417.475,417.5,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2757,"(417.5,417.525]",417.5,417.525,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2758,"(417.575,417.6]",417.575,417.6,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
2759,"(417.675,417.7]",417.675,417.7,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2760,"(417.775,417.8]",417.775,417.8,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
2761,"(417.8,417.825]",417.8,417.825,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
2762,"(417.875,417.9]",417.875,417.9,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2763,"(417.975,418]",417.975,418,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2764,"(418,418.025]",418,418.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2765,"(418.075,418.1]",418.075,418.1,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2766,"(418.175,418.2]",418.175,418.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2767,"(418.275,418.3]",418.275,418.3,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2768,"(418.3,418.325]",418.3,418.325,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2769,"(418.375,418.4]",418.375,418.4,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2770,"(418.475,418.5]",418.475,418.5,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2771,"(418.5,418.525]",418.5,418.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
2772,"(418.575,418.6]",418.575,418.6,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
2773,"(418.675,418.7]",418.675,418.7,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2774,"(418.775,418.8]",418.775,418.8,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2775,"(418.8,418.825]",418.8,418.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2776,"(418.875,418.9]",418.875,418.9,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
2777,"(418.975,419]",418.975,419,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
2778,"(419,419.025]",419,419.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2779,"(419.075,419.1]",419.075,419.1,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2780,"(419.175,419.2]",419.175,419.2,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
2781,"(419.275,419.3]",419.275,419.3,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2782,"(419.3,419.325]",419.3,419.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2783,"(419.375,419.4]",419.375,419.4,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
2784,"(419.475,419.5]",419.475,419.5,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2785,"(419.5,419.525]",419.5,419.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2786,"(419.575,419.6]",419.575,419.6,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2787,"(419.675,419.7]",419.675,419.7,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2788,"(419.775,419.8]",419.775,419.8,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2789,"(419.8,419.825]",419.8,419.825,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2790,"(419.875,419.9]",419.875,419.9,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2791,"(419.975,420]",419.975,420,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2792,"(420,420.025]",420,420.025,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2793,"(420.075,420.1]",420.075,420.1,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2794,"(420.175,420.2]",420.175,420.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2795,"(420.275,420.3]",420.275,420.3,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2796,"(420.3,420.325]",420.3,420.325,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2797,"(420.375,420.4]",420.375,420.4,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
2798,"(420.475,420.5]",420.475,420.5,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2799,"(420.5,420.525]",420.5,420.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
2800,"(420.575,420.6]",420.575,420.6,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
2801,"(420.675,420.7]",420.675,420.7,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2802,"(420.775,420.8]",420.775,420.8,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2803,"(420.8,420.825]",420.8,420.825,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2804,"(420.875,420.9]",420.875,420.9,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
2805,"(420.975,421]",420.975,421,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
2806,"(421,421.025]",421,421.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2807,"(421.075,421.1]",421.075,421.1,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2808,"(421.175,421.2]",421.175,421.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2809,"(421.275,421.3]",421.275,421.3,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2810,"(421.3,421.325]",421.3,421.325,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2811,"(421.375,421.4]",421.375,421.4,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
2812,"(421.475,421.5]",421.475,421.5,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2813,"(421.5,421.525]",421.5,421.525,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2814,"(421.575,421.6]",421.575,421.6,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2815,"(421.675,421.7]",421.675,421.7,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2816,"(421.775,421.8]",421.775,421.8,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
2817,"(421.8,421.825]",421.8,421.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2818,"(421.875,421.9]",421.875,421.9,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
2819,"(421.975,422]",421.975,422,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2820,"(422,422.025]",422,422.025,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2821,"(422.075,422.1]",422.075,422.1,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2822,"(422.175,422.2]",422.175,422.2,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2823,"(422.275,422.3]",422.275,422.3,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2824,"(422.3,422.325]",422.3,422.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2825,"(422.375,422.4]",422.375,422.4,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2826,"(422.475,422.5]",422.475,422.5,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2827,"(422.5,422.525]",422.5,422.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2828,"(422.575,422.6]",422.575,422.6,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
2829,"(422.675,422.7]",422.675,422.7,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2830,"(422.775,422.8]",422.775,422.8,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2831,"(422.8,422.825]",422.8,422.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2832,"(422.875,422.9]",422.875,422.9,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2833,"(422.975,423]",422.975,423,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2834,"(423,423.025]",423,423.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2835,"(423.075,423.1]",423.075,423.1,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2836,"(423.175,423.2]",423.175,423.2,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2837,"(423.275,423.3]",423.275,423.3,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
2838,"(423.3,423.325]",423.3,423.325,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2839,"(423.375,423.4]",423.375,423.4,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2840,"(423.475,423.5]",423.475,423.5,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2841,"(423.5,423.525]",423.5,423.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2842,"(423.575,423.6]",423.575,423.6,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
2843,"(423.675,423.7]",423.675,423.7,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2844,"(423.775,423.8]",423.775,423.8,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
2845,"(423.8,423.825]",423.8,423.825,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2846,"(423.875,423.9]",423.875,423.9,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
2847,"(423.975,424]",423.975,424,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
2848,"(424,424.025]",424,424.025,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
2849,"(424.075,424.1]",424.075,424.1,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
2850,"(424.175,424.2]",424.175,424.2,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2851,"(424.275,424.3]",424.275,424.3,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
2852,"(424.3,424.325]",424.3,424.325,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2853,"(424.375,424.4]",424.375,424.4,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
2854,"(424.475,424.5]",424.475,424.5,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2855,"(424.5,424.525]",424.5,424.525,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2856,"(424.575,424.6]",424.575,424.6,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2857,"(424.675,424.7]",424.675,424.7,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
2858,"(424.775,424.8]",424.775,424.8,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
2859,"(424.8,424.825]",424.8,424.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
2860,"(424.875,424.9]",424.875,424.9,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
2861,"(424.975,425]",424.975,425,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2862,"(425,425.025]",425,425.025,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
2863,"(425.075,425.1]",425.075,425.1,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2864,"(425.175,425.2]",425.175,425.2,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
2865,"(425.275,425.3]",425.275,425.3,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
2866,"(425.3,425.325]",425.3,425.325,0.025,ppt,NA,NA,NA,2.1555208277199977e-5,0
2867,"(425.375,425.4]",425.375,425.4,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
2868,"(425.475,425.5]",425.475,425.5,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2869,"(425.5,425.525]",425.5,425.525,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
2870,"(425.575,425.6]",425.575,425.6,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
2871,"(425.675,425.7]",425.675,425.7,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
2872,"(425.775,425.8]",425.775,425.8,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
2873,"(425.8,425.825]",425.8,425.825,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
2874,"(425.875,425.9]",425.875,425.9,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
2875,"(425.975,426]",425.975,426,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
2876,"(426,426.025]",426,426.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
2877,"(426.075,426.1]",426.075,426.1,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
2878,"(426.175,426.2]",426.175,426.2,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
2879,"(426.275,426.3]",426.275,426.3,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
2880,"(426.3,426.325]",426.3,426.325,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
2881,"(426.375,426.4]",426.375,426.4,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
2882,"(426.475,426.5]",426.475,426.5,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
